task,domain,source_anchor_pct,target_anchor_pct,condition,metric,mean,std,n_folds,n_samples,n_groups,source_bundle,source_training_position_pct,target_training_position_pct,source_route_auroc,target_route_auroc,source_rank,target_rank,source_representation,target_representation
earlystop,math,100,10,task_specific,selacc@10%,0.998701,0.002597,5,7680,120,es_svd_ms_rr_r1,100,10,0.956656,0.895010,16,16,raw+rank,raw+rank
earlystop,math,100,10,task_specific,stop_acc,0.733333,0.042492,5,7680,120,es_svd_ms_rr_r1,100,10,0.956656,0.895010,16,16,raw+rank,raw+rank
earlystop,math,100,10,no_svd,auroc,0.896373,0.017781,5,7680,120,es_svd_ms_rr_r1,100,10,0.956656,0.895010,16,16,raw+rank,raw+rank
earlystop,math,100,10,no_svd,selacc@10%,0.998701,0.002597,5,7680,120,es_svd_ms_rr_r1,100,10,0.956656,0.895010,16,16,raw+rank,raw+rank
earlystop,math,100,10,no_svd,stop_acc,0.716667,0.061237,5,7680,120,es_svd_ms_rr_r1,100,10,0.956656,0.895010,16,16,raw+rank,raw+rank
earlystop,math,100,40,frozen_basis,auroc,0.936862,0.023340,5,7680,120,es_svd_ms_rr_r1,100,40,0.956656,0.935389,16,16,raw+rank,raw+rank
earlystop,math,100,40,frozen_basis,selacc@10%,0.996104,0.003181,5,7680,120,es_svd_ms_rr_r1,100,40,0.956656,0.935389,16,16,raw+rank,raw+rank
earlystop,math,100,40,frozen_basis,stop_acc,0.758333,0.055277,5,7680,120,es_svd_ms_rr_r1,100,40,0.956656,0.935389,16,16,raw+rank,raw+rank
earlystop,math,100,40,task_specific,auroc,0.945627,0.017461,5,7680,120,es_svd_ms_rr_r1,100,40,0.956656,0.935389,16,16,raw+rank,raw+rank
earlystop,math,100,40,task_specific,selacc@10%,0.996104,0.003181,5,7680,120,es_svd_ms_rr_r1,100,40,0.956656,0.935389,16,16,raw+rank,raw+rank
earlystop,math,100,40,task_specific,stop_acc,0.766667,0.042492,5,7680,120,es_svd_ms_rr_r1,100,40,0.956656,0.935389,16,16,raw+rank,raw+rank
earlystop,math,100,40,no_svd,auroc,0.947742,0.013603,5,7680,120,es_svd_ms_rr_r1,100,40,0.956656,0.935389,16,16,raw+rank,raw+rank
earlystop,math,100,40,no_svd,selacc@10%,0.997403,0.003181,5,7680,120,es_svd_ms_rr_r1,100,40,0.956656,0.935389,16,16,raw+rank,raw+rank
earlystop,math,100,40,no_svd,stop_acc,0.758333,0.040825,5,7680,120,es_svd_ms_rr_r1,100,40,0.956656,0.935389,16,16,raw+rank,raw+rank
earlystop,math,100,70,frozen_basis,auroc,0.956144,0.015460,5,7680,120,es_svd_ms_rr_r1,100,70,0.956656,0.945019,16,16,raw+rank,raw+rank
