task,domain,source_anchor_pct,target_anchor_pct,metric,frozen_basis,task_specific,no_svd,delta_fb_minus_ts,delta_fb_minus_nosvd,transfer_verdict
earlystop,math,100,100,selacc@10%,0.998701,0.998701,0.998701,0.000000,0.000000,win
earlystop,math,100,100,stop_acc,0.791667,0.800000,0.800000,-0.008333,-0.008333,tie
earlystop,science,10,10,auroc,0.670663,0.679012,0.678990,-0.008349,-0.008327,tie
earlystop,science,10,10,selacc@10%,0.751637,0.749950,0.749187,0.001687,0.002450,win
earlystop,science,10,10,stop_acc,0.626538,0.601282,0.601282,0.025256,0.025256,win
earlystop,science,10,20,auroc,0.677738,0.708199,0.706879,-0.030461,-0.029141,loss
earlystop,science,10,20,selacc@10%,0.821288,0.858775,0.859350,-0.037487,-0.038062,loss
earlystop,science,10,20,stop_acc,0.651795,0.627051,0.656923,0.024744,-0.005128,win
earlystop,science,10,30,auroc,0.694630,0.731459,0.728403,-0.036829,-0.033773,loss
earlystop,science,10,30,selacc@10%,0.877819,0.916775,0.913350,-0.038956,-0.035531,loss
earlystop,science,10,30,stop_acc,0.586410,0.662051,0.662308,-0.075641,-0.075898,loss
earlystop,science,10,40,auroc,0.705173,0.746696,0.744500,-0.041523,-0.039327,loss
earlystop,science,10,40,selacc@10%,0.928231,0.944788,0.935131,-0.016557,-0.006900,tie
earlystop,science,10,40,stop_acc,0.616410,0.631667,0.651923,-0.015257,-0.035513,tie
earlystop,science,10,50,auroc,0.712121,0.753838,0.753171,-0.041717,-0.041050,loss
earlystop,science,10,50,selacc@10%,0.933812,0.948731,0.943744,-0.014919,-0.009932,tie
earlystop,science,10,50,stop_acc,0.621923,0.631282,0.651538,-0.009359,-0.029615,tie
earlystop,science,10,60,auroc,0.715052,0.754704,0.756041,-0.039652,-0.040989,loss
earlystop,science,10,60,selacc@10%,0.941738,0.950238,0.944525,-0.008500,-0.002787,tie
earlystop,science,10,60,stop_acc,0.611795,0.646410,0.626410,-0.034615,-0.014615,loss
earlystop,science,10,70,auroc,0.717624,0.756766,0.761252,-0.039142,-0.043628,loss
earlystop,science,10,70,selacc@10%,0.937738,0.950962,0.943669,-0.013224,-0.005931,tie
earlystop,science,10,70,stop_acc,0.641667,0.652051,0.646923,-0.010384,-0.005256,tie
earlystop,science,10,80,auroc,0.721306,0.757682,0.766378,-0.036376,-0.045072,loss
earlystop,science,10,80,selacc@10%,0.938538,0.943056,0.953994,-0.004518,-0.015456,tie
earlystop,science,10,80,stop_acc,0.656923,0.636923,0.642179,0.020000,0.014744,win
earlystop,science,10,90,auroc,0.725695,0.758444,0.771137,-0.032749,-0.045442,loss
earlystop,science,10,90,selacc@10%,0.947188,0.951762,0.965119,-0.004574,-0.017931,tie
earlystop,science,10,90,stop_acc,0.636667,0.651667,0.646667,-0.015000,-0.010000,tie
earlystop,science,10,100,auroc,0.739342,0.765053,0.775842,-0.025711,-0.036500,loss
earlystop,science,10,100,selacc@10%,0.958888,0.960506,0.981044,-0.001618,-0.022156,tie
earlystop,science,10,100,stop_acc,0.646923,0.641667,0.626795,0.005256,0.020128,win
earlystop,science,20,10,auroc,0.679392,0.679012,0.678990,0.000380,0.000402,win
earlystop,science,20,10,selacc@10%,0.819337,0.749950,0.749187,0.069387,0.070150,win
earlystop,science,20,10,stop_acc,0.606667,0.601282,0.601282,0.005385,0.005385,win
earlystop,science,20,20,auroc,0.706409,0.708199,0.706879,-0.001790,-0.000470,tie
earlystop,science,20,20,selacc@10%,0.884594,0.858775,0.859350,0.025819,0.025244,win
earlystop,science,20,20,stop_acc,0.632179,0.627051,0.656923,0.005128,-0.024744,win
earlystop,science,20,30,auroc,0.727168,0.731459,0.728403,-0.004291,-0.001235,tie
earlystop,science,20,30,selacc@10%,0.919081,0.916775,0.913350,0.002306,0.005731,win
earlystop,science,20,30,stop_acc,0.641923,0.662051,0.662308,-0.020128,-0.020385,loss
earlystop,science,20,40,auroc,0.741478,0.746696,0.744500,-0.005218,-0.003022,tie
earlystop,science,20,40,selacc@10%,0.938688,0.944788,0.935131,-0.006100,0.003557,tie
earlystop,science,20,40,stop_acc,0.636923,0.631667,0.651923,0.005256,-0.015000,win
earlystop,science,20,50,auroc,0.744766,0.753838,0.753171,-0.009072,-0.008405,tie
earlystop,science,20,50,selacc@10%,0.943469,0.948731,0.943744,-0.005262,-0.000275,tie
earlystop,science,20,50,stop_acc,0.631795,0.631282,0.651538,0.000513,-0.019743,win
earlystop,science,20,60,auroc,0.741536,0.754704,0.756041,-0.013168,-0.014505,tie
earlystop,science,20,60,selacc@10%,0.920756,0.950238,0.944525,-0.029482,-0.023769,loss
earlystop,science,20,60,stop_acc,0.631923,0.646410,0.626410,-0.014487,0.005513,tie
earlystop,science,20,70,auroc,0.740927,0.756766,0.761252,-0.015839,-0.020325,tie
earlystop,science,20,70,selacc@10%,0.919994,0.950962,0.943669,-0.030968,-0.023675,loss
earlystop,science,20,70,stop_acc,0.626923,0.652051,0.646923,-0.025128,-0.020000,loss
earlystop,science,20,80,auroc,0.736819,0.757682,0.766378,-0.020863,-0.029559,loss
earlystop,science,20,80,selacc@10%,0.904406,0.943056,0.953994,-0.038650,-0.049588,loss
earlystop,science,20,80,stop_acc,0.647051,0.636923,0.642179,0.010128,0.004872,win
earlystop,science,20,90,auroc,0.733619,0.758444,0.771137,-0.024825,-0.037518,loss
earlystop,science,20,90,selacc@10%,0.901244,0.951762,0.965119,-0.050518,-0.063875,loss
earlystop,science,20,90,stop_acc,0.651923,0.651667,0.646667,0.000256,0.005256,win
earlystop,science,20,100,auroc,0.734366,0.765053,0.775842,-0.030687,-0.041476,loss
earlystop,science,20,100,selacc@10%,0.905837,0.960506,0.981044,-0.054669,-0.075207,loss
earlystop,science,20,100,stop_acc,0.657051,0.641667,0.626795,0.015384,0.030256,win
earlystop,science,30,10,auroc,0.681576,0.679012,0.678990,0.002564,0.002586,win
earlystop,science,30,10,selacc@10%,0.809481,0.749950,0.749187,0.059531,0.060294,win
earlystop,science,30,10,stop_acc,0.632051,0.601282,0.601282,0.030769,0.030769,win
earlystop,science,30,20,auroc,0.706708,0.708199,0.706879,-0.001491,-0.000171,tie
earlystop,science,30,20,selacc@10%,0.851762,0.858775,0.859350,-0.007013,-0.007588,tie
earlystop,science,30,20,stop_acc,0.647308,0.627051,0.656923,0.020257,-0.009615,win
earlystop,science,30,30,auroc,0.729623,0.731459,0.728403,-0.001836,0.001220,tie
earlystop,science,30,30,selacc@10%,0.905837,0.916775,0.913350,-0.010938,-0.007513,tie
earlystop,science,30,30,stop_acc,0.632051,0.662051,0.662308,-0.030000,-0.030257,loss
earlystop,science,30,40,auroc,0.744685,0.746696,0.744500,-0.002011,0.000185,tie
earlystop,science,30,40,selacc@10%,0.942500,0.944788,0.935131,-0.002288,0.007369,tie
earlystop,science,30,40,stop_acc,0.636923,0.631667,0.651923,0.005256,-0.015000,win
earlystop,science,30,50,auroc,0.751748,0.753838,0.753171,-0.002090,-0.001423,tie
earlystop,science,30,50,selacc@10%,0.945587,0.948731,0.943744,-0.003144,0.001843,tie
earlystop,science,30,50,stop_acc,0.631410,0.631282,0.651538,0.000128,-0.020128,win
earlystop,science,30,60,auroc,0.753255,0.754704,0.756041,-0.001449,-0.002786,tie
earlystop,science,30,60,selacc@10%,0.947875,0.950238,0.944525,-0.002363,0.003350,tie
earlystop,science,30,60,stop_acc,0.651538,0.646410,0.626410,0.005128,0.025128,win
earlystop,science,30,70,auroc,0.755859,0.756766,0.761252,-0.000907,-0.005393,tie
earlystop,science,30,70,selacc@10%,0.949344,0.950962,0.943669,-0.001618,0.005675,tie
earlystop,science,30,70,stop_acc,0.646795,0.652051,0.646923,-0.005256,-0.000128,tie
earlystop,science,30,80,auroc,0.757210,0.757682,0.766378,-0.000472,-0.009168,tie
earlystop,science,30,80,selacc@10%,0.939931,0.943056,0.953994,-0.003125,-0.014063,tie
earlystop,science,30,80,stop_acc,0.652051,0.636923,0.642179,0.015128,0.009872,win
earlystop,science,30,90,auroc,0.757626,0.758444,0.771137,-0.000818,-0.013511,tie
earlystop,science,30,90,selacc@10%,0.943113,0.951762,0.965119,-0.008649,-0.022006,tie
earlystop,science,30,90,stop_acc,0.651795,0.651667,0.646667,0.000128,0.005128,win
earlystop,science,30,100,auroc,0.762625,0.765053,0.775842,-0.002428,-0.013217,tie
earlystop,science,30,100,selacc@10%,0.953456,0.960506,0.981044,-0.007050,-0.027588,tie
earlystop,science,30,100,stop_acc,0.641410,0.641667,0.626795,-0.000257,0.014615,tie
earlystop,science,40,10,auroc,0.680790,0.679012,0.678990,0.001778,0.001800,win
earlystop,science,40,10,selacc@10%,0.813387,0.749950,0.749187,0.063437,0.064200,win
earlystop,science,40,10,stop_acc,0.637051,0.601282,0.601282,0.035769,0.035769,win
earlystop,science,40,20,auroc,0.706413,0.708199,0.706879,-0.001786,-0.000466,tie
earlystop,science,40,20,selacc@10%,0.854106,0.858775,0.859350,-0.004669,-0.005244,tie
earlystop,science,40,20,stop_acc,0.637179,0.627051,0.656923,0.010128,-0.019744,win
earlystop,science,40,30,auroc,0.729096,0.731459,0.728403,-0.002363,0.000693,tie
earlystop,science,40,30,selacc@10%,0.909744,0.916775,0.913350,-0.007031,-0.003606,tie
earlystop,science,40,30,stop_acc,0.642051,0.662051,0.662308,-0.020000,-0.020257,tie
earlystop,science,40,40,auroc,0.744819,0.746696,0.744500,-0.001877,0.000319,tie
earlystop,science,40,40,selacc@10%,0.942500,0.944788,0.935131,-0.002288,0.007369,tie
earlystop,science,40,40,stop_acc,0.636795,0.631667,0.651923,0.005128,-0.015128,win
earlystop,science,40,50,auroc,0.752099,0.753838,0.753171,-0.001739,-0.001072,tie
earlystop,science,40,50,selacc@10%,0.945606,0.948731,0.943744,-0.003125,0.001862,tie
earlystop,science,40,50,stop_acc,0.636538,0.631282,0.651538,0.005256,-0.015000,win
earlystop,science,40,60,auroc,0.754129,0.754704,0.756041,-0.000575,-0.001912,tie
earlystop,science,40,60,selacc@10%,0.947875,0.950238,0.944525,-0.002363,0.003350,tie
earlystop,science,40,60,stop_acc,0.656538,0.646410,0.626410,0.010128,0.030128,win
earlystop,science,40,70,auroc,0.756959,0.756766,0.761252,0.000193,-0.004293,win
earlystop,science,40,70,selacc@10%,0.950944,0.950962,0.943669,-0.000018,0.007275,tie
earlystop,science,40,70,stop_acc,0.646923,0.652051,0.646923,-0.005128,0.000000,tie
earlystop,science,40,80,auroc,0.758359,0.757682,0.766378,0.000677,-0.008019,win
earlystop,science,40,80,selacc@10%,0.942294,0.943056,0.953994,-0.000762,-0.011700,tie
earlystop,science,40,80,stop_acc,0.662179,0.636923,0.642179,0.025256,0.020000,win
earlystop,science,40,90,auroc,0.759139,0.758444,0.771137,0.000695,-0.011998,win
earlystop,science,40,90,selacc@10%,0.946219,0.951762,0.965119,-0.005543,-0.018900,tie
earlystop,science,40,90,stop_acc,0.651923,0.651667,0.646667,0.000256,0.005256,win
earlystop,science,40,100,auroc,0.765227,0.765053,0.775842,0.000174,-0.010615,win
earlystop,science,40,100,selacc@10%,0.957344,0.960506,0.981044,-0.003162,-0.023700,tie
earlystop,science,40,100,stop_acc,0.641538,0.641667,0.626795,-0.000129,0.014743,tie
earlystop,science,50,10,auroc,0.680708,0.679012,0.678990,0.001696,0.001718,win
earlystop,science,50,10,selacc@10%,0.811825,0.749950,0.749187,0.061875,0.062638,win
earlystop,science,50,10,stop_acc,0.642051,0.601282,0.601282,0.040769,0.040769,win
earlystop,science,50,20,auroc,0.706482,0.708199,0.706879,-0.001717,-0.000397,tie
earlystop,science,50,20,selacc@10%,0.854087,0.858775,0.859350,-0.004688,-0.005263,tie
earlystop,science,50,20,stop_acc,0.637179,0.627051,0.656923,0.010128,-0.019744,win
earlystop,science,50,30,auroc,0.728777,0.731459,0.728403,-0.002682,0.000374,tie
earlystop,science,50,30,selacc@10%,0.908944,0.916775,0.913350,-0.007831,-0.004406,tie
earlystop,science,50,30,stop_acc,0.637051,0.662051,0.662308,-0.025000,-0.025257,loss
earlystop,science,50,40,auroc,0.744633,0.746696,0.744500,-0.002063,0.000133,tie
earlystop,science,50,40,selacc@10%,0.940900,0.944788,0.935131,-0.003888,0.005769,tie
earlystop,science,50,40,stop_acc,0.626667,0.631667,0.651923,-0.005000,-0.025256,tie
earlystop,science,50,50,auroc,0.751992,0.753838,0.753171,-0.001846,-0.001179,tie
earlystop,science,50,50,selacc@10%,0.944806,0.948731,0.943744,-0.003925,0.001062,tie
earlystop,science,50,50,stop_acc,0.641538,0.631282,0.651538,0.010256,-0.010000,win
earlystop,science,50,60,auroc,0.754319,0.754704,0.756041,-0.000385,-0.001722,tie
earlystop,science,50,60,selacc@10%,0.947075,0.950238,0.944525,-0.003163,0.002550,tie
earlystop,science,50,60,stop_acc,0.656538,0.646410,0.626410,0.010128,0.030128,win
earlystop,science,50,70,auroc,0.757247,0.756766,0.761252,0.000481,-0.004005,win
earlystop,science,50,70,selacc@10%,0.952525,0.950962,0.943669,0.001563,0.008856,win
earlystop,science,50,70,stop_acc,0.641923,0.652051,0.646923,-0.010128,-0.005000,tie
earlystop,science,50,80,auroc,0.758772,0.757682,0.766378,0.001090,-0.007606,win
earlystop,science,50,80,selacc@10%,0.943894,0.943056,0.953994,0.000838,-0.010100,win
earlystop,science,50,80,stop_acc,0.662308,0.636923,0.642179,0.025385,0.020129,win
earlystop,science,50,90,auroc,0.759653,0.758444,0.771137,0.001209,-0.011484,win
earlystop,science,50,90,selacc@10%,0.945437,0.951762,0.965119,-0.006325,-0.019682,tie
earlystop,science,50,90,stop_acc,0.657051,0.651667,0.646667,0.005384,0.010384,win
earlystop,science,50,100,auroc,0.765754,0.765053,0.775842,0.000701,-0.010088,win
earlystop,science,50,100,selacc@10%,0.954181,0.960506,0.981044,-0.006325,-0.026863,tie
earlystop,science,50,100,stop_acc,0.636538,0.641667,0.626795,-0.005129,0.009743,tie
earlystop,science,60,10,auroc,0.680739,0.679012,0.678990,0.001727,0.001749,win
earlystop,science,60,10,selacc@10%,0.811806,0.749950,0.749187,0.061856,0.062619,win
earlystop,science,60,10,stop_acc,0.647051,0.601282,0.601282,0.045769,0.045769,win
earlystop,science,60,20,auroc,0.706606,0.708199,0.706879,-0.001593,-0.000273,tie
earlystop,science,60,20,selacc@10%,0.855687,0.858775,0.859350,-0.003088,-0.003663,tie
earlystop,science,60,20,stop_acc,0.637179,0.627051,0.656923,0.010128,-0.019744,win
earlystop,science,60,30,auroc,0.728621,0.731459,0.728403,-0.002838,0.000218,tie
earlystop,science,60,30,selacc@10%,0.908925,0.916775,0.913350,-0.007850,-0.004425,tie
earlystop,science,60,30,stop_acc,0.632051,0.662051,0.662308,-0.030000,-0.030257,loss
earlystop,science,60,40,auroc,0.744468,0.746696,0.744500,-0.002228,-0.000032,tie
earlystop,science,60,40,selacc@10%,0.942462,0.944788,0.935131,-0.002326,0.007331,tie
earlystop,science,60,40,stop_acc,0.616538,0.631667,0.651923,-0.015129,-0.035385,tie
earlystop,science,60,50,auroc,0.751968,0.753838,0.753171,-0.001870,-0.001203,tie
earlystop,science,60,50,selacc@10%,0.944006,0.948731,0.943744,-0.004725,0.000262,tie
earlystop,science,60,50,stop_acc,0.656667,0.631282,0.651538,0.025385,0.005129,win
earlystop,science,60,60,auroc,0.754424,0.754704,0.756041,-0.000280,-0.001617,tie
earlystop,science,60,60,selacc@10%,0.947856,0.950238,0.944525,-0.002382,0.003331,tie
earlystop,science,60,60,stop_acc,0.656667,0.646410,0.626410,0.010257,0.030257,win
earlystop,science,60,70,auroc,0.757479,0.756766,0.761252,0.000713,-0.003773,win
earlystop,science,60,70,selacc@10%,0.953288,0.950962,0.943669,0.002326,0.009619,win
earlystop,science,60,70,stop_acc,0.636923,0.652051,0.646923,-0.015128,-0.010000,tie
earlystop,science,60,80,auroc,0.759116,0.757682,0.766378,0.001434,-0.007262,win
earlystop,science,60,80,selacc@10%,0.945475,0.943056,0.953994,0.002419,-0.008519,win
earlystop,science,60,80,stop_acc,0.657308,0.636923,0.642179,0.020385,0.015129,win
earlystop,science,60,90,auroc,0.760099,0.758444,0.771137,0.001655,-0.011038,win
earlystop,science,60,90,selacc@10%,0.945456,0.951762,0.965119,-0.006306,-0.019663,tie
earlystop,science,60,90,stop_acc,0.652051,0.651667,0.646667,0.000384,0.005384,win
earlystop,science,60,100,auroc,0.766235,0.765053,0.775842,0.001182,-0.009607,win
earlystop,science,60,100,selacc@10%,0.955762,0.960506,0.981044,-0.004744,-0.025282,tie
earlystop,science,60,100,stop_acc,0.636538,0.641667,0.626795,-0.005129,0.009743,tie
earlystop,science,70,10,auroc,0.680766,0.679012,0.678990,0.001754,0.001776,win
earlystop,science,70,10,selacc@10%,0.811044,0.749950,0.749187,0.061094,0.061857,win
earlystop,science,70,10,stop_acc,0.647051,0.601282,0.601282,0.045769,0.045769,win
earlystop,science,70,20,auroc,0.706806,0.708199,0.706879,-0.001393,-0.000073,tie
earlystop,science,70,20,selacc@10%,0.856469,0.858775,0.859350,-0.002306,-0.002881,tie
earlystop,science,70,20,stop_acc,0.647179,0.627051,0.656923,0.020128,-0.009744,win
earlystop,science,70,30,auroc,0.728416,0.731459,0.728403,-0.003043,0.000013,tie
earlystop,science,70,30,selacc@10%,0.906581,0.916775,0.913350,-0.010194,-0.006769,tie
earlystop,science,70,30,stop_acc,0.627051,0.662051,0.662308,-0.035000,-0.035257,loss
earlystop,science,70,40,auroc,0.744256,0.746696,0.744500,-0.002440,-0.000244,tie
earlystop,science,70,40,selacc@10%,0.943263,0.944788,0.935131,-0.001525,0.008132,tie
earlystop,science,70,40,stop_acc,0.616538,0.631667,0.651923,-0.015129,-0.035385,tie
earlystop,science,70,50,auroc,0.751747,0.753838,0.753171,-0.002091,-0.001424,tie
earlystop,science,70,50,selacc@10%,0.943969,0.948731,0.943744,-0.004762,0.000225,tie
earlystop,science,70,50,stop_acc,0.651667,0.631282,0.651538,0.020385,0.000129,win
earlystop,science,70,60,auroc,0.754377,0.754704,0.756041,-0.000327,-0.001664,tie
earlystop,science,70,60,selacc@10%,0.947856,0.950238,0.944525,-0.002382,0.003331,tie
earlystop,science,70,60,stop_acc,0.641538,0.646410,0.626410,-0.004872,0.015128,tie
earlystop,science,70,70,auroc,0.757556,0.756766,0.761252,0.000790,-0.003696,win
earlystop,science,70,70,selacc@10%,0.956450,0.950962,0.943669,0.005488,0.012781,win
earlystop,science,70,70,stop_acc,0.637051,0.652051,0.646923,-0.015000,-0.009872,tie
earlystop,science,70,80,auroc,0.759214,0.757682,0.766378,0.001532,-0.007164,win
earlystop,science,70,80,selacc@10%,0.945437,0.943056,0.953994,0.002381,-0.008557,win
earlystop,science,70,80,stop_acc,0.657308,0.636923,0.642179,0.020385,0.015129,win
earlystop,science,70,90,auroc,0.760213,0.758444,0.771137,0.001769,-0.010924,win
earlystop,science,70,90,selacc@10%,0.945456,0.951762,0.965119,-0.006306,-0.019663,tie
earlystop,science,70,90,stop_acc,0.657308,0.651667,0.646667,0.005641,0.010641,win
earlystop,science,70,100,auroc,0.766365,0.765053,0.775842,0.001312,-0.009477,win
earlystop,science,70,100,selacc@10%,0.958125,0.960506,0.981044,-0.002381,-0.022919,tie
earlystop,science,70,100,stop_acc,0.641538,0.641667,0.626795,-0.000129,0.014743,tie
earlystop,science,80,10,auroc,0.680701,0.679012,0.678990,0.001689,0.001711,win
earlystop,science,80,10,selacc@10%,0.808719,0.749950,0.749187,0.058769,0.059532,win
earlystop,science,80,10,stop_acc,0.647051,0.601282,0.601282,0.045769,0.045769,win
earlystop,science,80,20,auroc,0.706521,0.708199,0.706879,-0.001678,-0.000358,tie
earlystop,science,80,20,selacc@10%,0.854869,0.858775,0.859350,-0.003906,-0.004481,tie
earlystop,science,80,20,stop_acc,0.652308,0.627051,0.656923,0.025257,-0.004615,win
earlystop,science,80,30,auroc,0.728081,0.731459,0.728403,-0.003378,-0.000322,tie
earlystop,science,80,30,selacc@10%,0.904981,0.916775,0.913350,-0.011794,-0.008369,tie
earlystop,science,80,30,stop_acc,0.627051,0.662051,0.662308,-0.035000,-0.035257,loss
earlystop,science,80,40,auroc,0.744037,0.746696,0.744500,-0.002659,-0.000463,tie
earlystop,science,80,40,selacc@10%,0.941681,0.944788,0.935131,-0.003107,0.006550,tie
earlystop,science,80,40,stop_acc,0.616538,0.631667,0.651923,-0.015129,-0.035385,tie
earlystop,science,80,50,auroc,0.751510,0.753838,0.753171,-0.002328,-0.001661,tie
earlystop,science,80,50,selacc@10%,0.943187,0.948731,0.943744,-0.005544,-0.000557,tie
earlystop,science,80,50,stop_acc,0.646667,0.631282,0.651538,0.015385,-0.004871,win
earlystop,science,80,60,auroc,0.754316,0.754704,0.756041,-0.000388,-0.001725,tie
earlystop,science,80,60,selacc@10%,0.947038,0.950238,0.944525,-0.003200,0.002513,tie
earlystop,science,80,60,stop_acc,0.636538,0.646410,0.626410,-0.009872,0.010128,tie
earlystop,science,80,70,auroc,0.757604,0.756766,0.761252,0.000838,-0.003648,win
earlystop,science,80,70,selacc@10%,0.954050,0.950962,0.943669,0.003088,0.010381,win
earlystop,science,80,70,stop_acc,0.642179,0.652051,0.646923,-0.009872,-0.004744,tie
earlystop,science,80,80,auroc,0.759285,0.757682,0.766378,0.001603,-0.007093,win
earlystop,science,80,80,selacc@10%,0.943838,0.943056,0.953994,0.000782,-0.010156,win
earlystop,science,80,80,stop_acc,0.657308,0.636923,0.642179,0.020385,0.015129,win
earlystop,science,80,90,auroc,0.760495,0.758444,0.771137,0.002051,-0.010642,win
earlystop,science,80,90,selacc@10%,0.951819,0.951762,0.965119,0.000057,-0.013300,win
earlystop,science,80,90,stop_acc,0.652308,0.651667,0.646667,0.000641,0.005641,win
earlystop,science,80,100,auroc,0.766692,0.765053,0.775842,0.001639,-0.009150,win
earlystop,science,80,100,selacc@10%,0.960506,0.960506,0.981044,0.000000,-0.020538,win
earlystop,science,80,100,stop_acc,0.641667,0.641667,0.626795,0.000000,0.014872,win
earlystop,science,90,10,auroc,0.680251,0.679012,0.678990,0.001239,0.001261,win
earlystop,science,90,10,selacc@10%,0.814969,0.749950,0.749187,0.065019,0.065782,win
earlystop,science,90,10,stop_acc,0.642051,0.601282,0.601282,0.040769,0.040769,win
earlystop,science,90,20,auroc,0.705004,0.708199,0.706879,-0.003195,-0.001875,tie
earlystop,science,90,20,selacc@10%,0.848544,0.858775,0.859350,-0.010231,-0.010806,tie
earlystop,science,90,20,stop_acc,0.647308,0.627051,0.656923,0.020257,-0.009615,win
earlystop,science,90,30,auroc,0.727330,0.731459,0.728403,-0.004129,-0.001073,tie
earlystop,science,90,30,selacc@10%,0.904962,0.916775,0.913350,-0.011813,-0.008388,tie
earlystop,science,90,30,stop_acc,0.631923,0.662051,0.662308,-0.030128,-0.030385,loss
earlystop,science,90,40,auroc,0.743575,0.746696,0.744500,-0.003121,-0.000925,tie
earlystop,science,90,40,selacc@10%,0.941681,0.944788,0.935131,-0.003107,0.006550,tie
earlystop,science,90,40,stop_acc,0.621538,0.631667,0.651923,-0.010129,-0.030385,tie
earlystop,science,90,50,auroc,0.751154,0.753838,0.753171,-0.002684,-0.002017,tie
earlystop,science,90,50,selacc@10%,0.944006,0.948731,0.943744,-0.004725,0.000262,tie
earlystop,science,90,50,stop_acc,0.626667,0.631282,0.651538,-0.004615,-0.024871,tie
earlystop,science,90,60,auroc,0.753943,0.754704,0.756041,-0.000761,-0.002098,tie
earlystop,science,90,60,selacc@10%,0.947019,0.950238,0.944525,-0.003219,0.002494,tie
earlystop,science,90,60,stop_acc,0.631538,0.646410,0.626410,-0.014872,0.005128,tie
earlystop,science,90,70,auroc,0.757397,0.756766,0.761252,0.000631,-0.003855,win
earlystop,science,90,70,selacc@10%,0.953269,0.950962,0.943669,0.002307,0.009600,win
earlystop,science,90,70,stop_acc,0.647179,0.652051,0.646923,-0.004872,0.000256,tie
earlystop,science,90,80,auroc,0.759097,0.757682,0.766378,0.001415,-0.007281,win
earlystop,science,90,80,selacc@10%,0.943838,0.943056,0.953994,0.000782,-0.010156,win
earlystop,science,90,80,stop_acc,0.657308,0.636923,0.642179,0.020385,0.015129,win
earlystop,science,90,90,auroc,0.760586,0.758444,0.771137,0.002142,-0.010551,win
earlystop,science,90,90,selacc@10%,0.952619,0.951762,0.965119,0.000857,-0.012500,win
earlystop,science,90,90,stop_acc,0.652308,0.651667,0.646667,0.000641,0.005641,win
earlystop,science,90,100,auroc,0.766828,0.765053,0.775842,0.001775,-0.009014,win
earlystop,science,90,100,selacc@10%,0.964506,0.960506,0.981044,0.004000,-0.016538,win
earlystop,science,90,100,stop_acc,0.641667,0.641667,0.626795,0.000000,0.014872,win
earlystop,science,100,10,auroc,0.679637,0.679012,0.678990,0.000625,0.000647,win
earlystop,science,100,10,selacc@10%,0.812550,0.749950,0.749187,0.062600,0.063363,win
earlystop,science,100,10,stop_acc,0.647051,0.601282,0.601282,0.045769,0.045769,win
earlystop,science,100,20,auroc,0.704068,0.708199,0.706879,-0.004131,-0.002811,tie
earlystop,science,100,20,selacc@10%,0.847744,0.858775,0.859350,-0.011031,-0.011606,tie
earlystop,science,100,20,stop_acc,0.642308,0.627051,0.656923,0.015257,-0.014615,win
earlystop,science,100,30,auroc,0.727445,0.731459,0.728403,-0.004014,-0.000958,tie
earlystop,science,100,30,selacc@10%,0.906525,0.916775,0.913350,-0.010250,-0.006825,tie
earlystop,science,100,30,stop_acc,0.631923,0.662051,0.662308,-0.030128,-0.030385,loss
earlystop,science,100,40,auroc,0.743965,0.746696,0.744500,-0.002731,-0.000535,tie
earlystop,science,100,40,selacc@10%,0.940919,0.944788,0.935131,-0.003869,0.005788,tie
earlystop,science,100,40,stop_acc,0.621667,0.631667,0.651923,-0.010000,-0.030256,tie
earlystop,science,100,50,auroc,0.751259,0.753838,0.753171,-0.002579,-0.001912,tie
earlystop,science,100,50,selacc@10%,0.939262,0.948731,0.943744,-0.009469,-0.004482,tie
earlystop,science,100,50,stop_acc,0.626667,0.631282,0.651538,-0.004615,-0.024871,tie
earlystop,science,100,60,auroc,0.753964,0.754704,0.756041,-0.000740,-0.002077,tie
earlystop,science,100,60,selacc@10%,0.947856,0.950238,0.944525,-0.002382,0.003331,tie
earlystop,science,100,60,stop_acc,0.626538,0.646410,0.626410,-0.019872,0.000128,tie
earlystop,science,100,70,auroc,0.757476,0.756766,0.761252,0.000710,-0.003776,win
earlystop,science,100,70,selacc@10%,0.950925,0.950962,0.943669,-0.000037,0.007256,tie
earlystop,science,100,70,stop_acc,0.647308,0.652051,0.646923,-0.004743,0.000385,tie
earlystop,science,100,80,auroc,0.759392,0.757682,0.766378,0.001710,-0.006986,win
earlystop,science,100,80,selacc@10%,0.944638,0.943056,0.953994,0.001582,-0.009356,win
earlystop,science,100,80,stop_acc,0.657308,0.636923,0.642179,0.020385,0.015129,win
earlystop,science,100,90,auroc,0.761075,0.758444,0.771137,0.002631,-0.010062,win
earlystop,science,100,90,selacc@10%,0.956544,0.951762,0.965119,0.004782,-0.008575,win
earlystop,science,100,90,stop_acc,0.647179,0.651667,0.646667,-0.004488,0.000512,tie
earlystop,science,100,100,auroc,0.767506,0.765053,0.775842,0.002453,-0.008336,win
earlystop,science,100,100,selacc@10%,0.963725,0.960506,0.981044,0.003219,-0.017319,win
earlystop,science,100,100,stop_acc,0.651667,0.641667,0.626795,0.010000,0.024872,win
